State/Territory,Sewershed_ID,Counties_Served,Population_Served,WVAL_Category,Reporting_Week,date_updated
"Mississippi","ID:1035","Lafayette","25000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Mississippi","ID:1032","Hinds","150000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Mississippi","ID:1034","Jackson","34333","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Mississippi","ID:1033","Jackson","19008","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1139","Saint Louis, Saint Louis City","306647","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1137","Vernon","8082","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1132","Scott, New Madrid","17000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1128","Saint Louis, Saint Charles","174537","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1127","Saint Louis, Jefferson","66738","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1126","Saint Louis","451367","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1125","Saint Louis","115895","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1124","Saint Louis, Jefferson","24174","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1123","Saint Louis","149112","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1120","Saint Charles","44852","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1110","Platte, Clay","12855","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1103","Newton","12000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1093","Livingston","9000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1079","Jasper","34403","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1076","Jackson, Cass","367300","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1075","Johnson, Jackson, Wyandotte","61250","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1074","Johnson, Jackson, Cass","490000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1073","Johnson, Jackson, Cass","25000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1070","Howell","12000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1067","Greene, Christian","151966","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1066","Greene","22818","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1060","Dent","4512","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1057","Clay","12000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1056","Platte, Clay","13940","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1055","Platte, Clay","76759","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1050","Scott, Cape Girardeau","33540","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1049","Cole, Callaway","41153","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1045","Boone","123180","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1041","Barry, Lawrence","9100","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Missouri","ID:1081","Jefferson","48000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Montana","ID:2446","Blaine","1160","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Montana","ID:2435","Fergus","6149","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Montana","ID:1150","Silver Bow","35000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Montana","ID:1149","Park","8700","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Montana","ID:1147","Lewis And Clark","37125","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Montana","ID:1146","Lewis And Clark","2273","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Montana","ID:1144","Hill","10000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Nebraska","ID:1176","York","8000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Nebraska","ID:1174","Scotts Bluff","15932","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Nebraska","ID:1172","Sarpy, Douglas","600000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Nebraska","ID:1171","Platte","23000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Nebraska","ID:1168","Lincoln","24000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Nebraska","ID:1164","Lancaster","240000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Nebraska","ID:1160","Holt","3700","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Nebraska","ID:1158","Hall","52000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Nebraska","ID:1155","Dodge","28000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Nebraska","ID:1153","Buffalo","33790","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Nebraska","ID:1152","Adams","24692","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Nebraska","ID:2463","Red Willow","7446","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Nebraska","ID:1169","Stanton, Madison","27000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Nebraska","ID:1162","Lancaster","100000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Nebraska","ID:1154","Dawes","5561","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Nebraska","ID:1156","Douglas","200000","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Nevada","ID:2470","Clark","23500","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Nevada","ID:2468","Elko","20800","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Nevada","ID:2450","Washoe","28000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Nevada","ID:1182","Carson City","60000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Nevada","ID:1181","Washoe","350000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Nevada","ID:1179","Clark","1250000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"Nevada","ID:2557","Clark","15023","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Hampshire","ID:2606","Grafton","6000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Hampshire","ID:2598","Hillsborough","90000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Hampshire","ID:2469","Hillsborough","40000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Hampshire","ID:2442","Strafford","33000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Hampshire","ID:1198","Sullivan","6500","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Hampshire","ID:1194","Rockingham","5000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Hampshire","ID:1192","Rockingham","20000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Hampshire","ID:1189","Hillsborough","26632","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Hampshire","ID:1188","Hillsborough","172000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Hampshire","ID:1187","Grafton","7000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Hampshire","ID:1184","Cheshire","30000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Hampshire","ID:1183","Cumberland, Oxford, Belknap, Carroll","6500","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Hampshire","ID:1197","Strafford","14923","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Hampshire","ID:1196","Strafford","30000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Hampshire","ID:1195","Rockingham","40000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Hampshire","ID:1193","Rockingham","3500","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Hampshire","ID:1186","Grafton","11000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Hampshire","ID:1185","Coos","9000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:1203","Burlington","19980","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:1200","Atlantic","12000","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:2366","Camden","525000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:1224","Essex, Union","1300000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:1220","Passaic","54000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:1219","Morris","90000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:1218","Morris","24530","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:1216","Monmouth","47357","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:1208","Hudson","145000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:1205","Cumberland","30000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:1201","Atlantic","250000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:2637","Somerset","130000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:1225","Union","204148","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:1223","Sussex","7751","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:1211","Hunterdon","9440","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:1204","Cumberland","50000","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:2636","Monmouth","100000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:1221","Salem","5500","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:1217","Monmouth","50000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:1213","Middlesex, Somerset, Union","880000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:1206","Essex, Hudson, Passaic, Union, Bergen","1500000","Moderate","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:1222","Somerset","7000","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:1202","Bergen","564563","High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:2593","Mercer","76500","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Jersey","ID:1215","Monmouth","52672","Very High","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Mexico","ID:1243","Santa Fe","87000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Mexico","ID:1241","Sandoval","101750","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Mexico","ID:1238","Luna","14000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Mexico","ID:1233","Dona Ana","89719","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Mexico","ID:1232","Dona Ana","8127","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Mexico","ID:1227","Chaves","50000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New Mexico","ID:1226","Bernalillo","650000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:2566","Oneida","55215","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:2564","Nassau","33939","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:2562","Erie","14742","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1433","Ulster","10577","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1421","Suffolk","278775","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1420","Suffolk","24147","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1417","Suffolk","28183","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1416","Suffolk","6280","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1414","Suffolk","3349","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1407","Schuyler","3656","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1394","Rockland","53437","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1377","Oswego","12117","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1362","Ontario","17936","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1360","Onondaga","3272","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1343","Niagara","5632","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1336","Nassau","8288","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1335","Nassau","20616","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1334","Nassau","5824","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1332","Nassau","24041","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1324","Monroe","155096","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1319","Madison","4908","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1316","Livingston","5361","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1313","Lewis","3953","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1306","Jefferson","23485","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1278","Dutchess","38207","Limited/No Data","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:2567","Oneida","33358","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:2563","Essex","6264","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1449","Yates","5339","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1448","Wyoming","3448","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1444","Westchester","31046","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1440","Wayne","5145","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1439","Wayne","8931","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1435","Warren","23462","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1432","Ulster","26599","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1431","Tompkins","90000","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1429","Tioga","3750","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1425","Sullivan","4925","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1424","Sullivan","6639","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1412","Steuben","5162","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1410","Steuben","5941","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1409","Seneca","6160","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1403","Saint Lawrence","12114","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1401","Saint Lawrence","10794","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1400","Saint Lawrence","4705","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1399","Saint Lawrence","14475","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1398","Rockland","4115","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1389","Rensselaer","79699","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1375","Orleans","6191","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1367","Orange","42921","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1364","Orange","6369","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1359","Onondaga","50727","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1357","Onondaga","242377","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1356","Onondaga","39352","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1353","Oneida","6076","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1351","Oneida","3210","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1350","Oneida","3990","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1346","Oneida","27849","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1341","Niagara","31032","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1339","Niagara","48196","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1327","Montgomery","19679","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1326","Monroe","6400","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1325","Monroe","43074","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1323","Monroe","487322","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1318","Madison","4843","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1317","Livingston","3288","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1315","Livingston","15688","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1314","Livingston","4730","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1305","Jefferson","26270","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1304","Herkimer","13924","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1301","Greene","4896","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1293","Essex","3263","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1291","Essex","3076","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1287","Erie","83961","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1285","Erie","24461","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1283","Erie","6908","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1279","Dutchess","13856","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1272","Delaware","3581","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1270","Cortland","26950","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1269","Columbia","6374","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1264","Clinton","5532","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1263","Chenango","6734","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1262","Chemung","18085","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1261","Chemung","38037","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1260","Chautauqua","3365","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1259","Chautauqua","32501","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1258","Chautauqua","12616","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1257","Chautauqua","9379","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1256","Cayuga","31814","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1255","Cattaraugus","17760","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1254","Broome","38726","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1247","Albany","109426","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1246","Albany","31023","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1244","Albany","80922","Very Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:2561","Erie","71131","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1447","Westchester","40301","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1446","Westchester","26651","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1443","Westchester","44876","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1437","Washington","12260","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1415","Suffolk","7741","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1404","Saratoga","152482","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1402","Saint Lawrence","22552","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1396","Rockland","12676","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1395","Rockland","207430","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1381","Otsego","19383","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1370","Orange","28914","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1366","Orange","36227","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1361","Onondaga","25965","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1330","Nassau","524955","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1300","Genesee","4191","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1296","Franklin","7175","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1284","Erie","17983","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1281","Erie","142478","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1277","Dutchess","21516","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1266","Clinton","20893","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
"New York","ID:1245","Albany","21281","Low","March 22, 2026 - March 28, 2026","2026-04-02T06:58:58.208Z"
